Item Description,MonthDate,Value,YoY_Growth,MoM_Growth
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2014,92.6,-10.79,-16.58
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2014,99.1,7.6,7.02
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2014,112.1,4.47,13.12
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2015,98.5,-7.94,-12.13
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2015,101.3,-7.66,2.84
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2015,123.7,-6.64,22.11
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2015,88,-13.56,-28.86
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2015,87.4,-20.62,-0.68
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2015,96.8,-11.44,10.76
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2015,97.4,-15.89,0.62
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2015,96.8,1.15,-0.62
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2015,107.2,-3.42,10.74
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2015,108.9,17.6,1.59
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2015,102.3,3.23,-6.06
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2015,110.3,-1.61,7.82
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2016,111.4,13.1,1
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2016,113.9,12.44,2.24
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2016,120.2,-2.83,5.53
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2016,102.4,16.36,-14.81
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2016,110.3,26.2,7.71
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2016,114,17.77,3.35
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2016,101.7,4.41,-10.79
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2016,100.6,3.93,-1.08
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2016,104.8,-2.24,4.17
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2016,95.2,-12.58,-9.16
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2016,98.6,-3.62,3.57
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2016,111.3,0.91,12.88
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2017,105.5,-5.3,-5.21
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2017,101.8,-10.62,-3.51
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2017,119.7,-0.42,17.58
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2017,94,-8.2,-21.47
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2017,95.2,-13.69,1.28
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2017,97.2,-14.74,2.1
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2017,96.5,-5.11,-0.72
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2017,110.4,9.74,14.4
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2017,110.3,5.25,-0.09
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2017,102.5,7.67,-7.07
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2017,107.9,9.43,5.27
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2017,114.2,2.61,5.84
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2018,114.4,8.44,0.18
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2018,119.2,17.09,4.2
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2018,132.9,11.03,11.49
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2018,102.7,9.26,-22.72
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2018,107.5,12.92,4.67
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2018,109.5,12.65,1.86
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2018,105.1,8.91,-4.02
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2018,108.4,-1.81,3.14
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2018,112.2,1.72,3.51
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2018,105.9,3.32,-5.61
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2018,92.9,-13.9,-12.28
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2018,110.6,-3.15,19.05
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2019,102.4,-10.49,-7.41
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2019,104.3,-12.5,1.86
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2019,112.4,-15.43,7.77
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2019,92.4,-10.03,-17.79
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2019,98.5,-8.37,6.6
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2019,96.8,-11.6,-1.73
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2019,94.6,-9.99,-2.27
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2019,87.7,-19.1,-7.29
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2019,86.6,-22.82,-1.25
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2019,84.5,-20.21,-2.42
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2019,87.6,-5.71,3.67
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2019,95.8,-13.38,9.36
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2020,94.6,-7.62,-1.25
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2020,94.6,-9.3,0
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2020,73.1,-34.96,-22.73
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2020,3.7,-96,-94.94
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2020,44.2,-55.13,1094.59
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2020,67.3,-30.48,52.26
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2020,82,-13.32,21.84
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2020,83.9,-4.33,2.32
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2020,92.1,6.35,9.77
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2020,95.7,13.25,3.91
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2020,81.8,-6.62,-14.52
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2020,99,3.34,21.03
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2021,93.7,-0.95,-5.35
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2021,92.4,-2.33,-1.39
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2021,102,39.53,10.39
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2021,78.2,2013.51,-23.33
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2021,64.4,45.7,-17.65
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2021,79.7,18.42,23.76
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2021,90.3,10.12,13.3
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2021,94,12.04,4.1
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2021,91,-1.19,-3.19
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2021,88.9,-7.11,-2.31
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2021,80.2,-1.96,-9.79
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2021,95.8,-3.23,19.45
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2022,88.5,-5.55,-7.62
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2022,91,-1.52,2.82
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2022,97.9,-4.02,7.58
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2022,77.9,-0.38,-20.43
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2022,83.2,29.19,6.8
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2022,91.1,14.3,9.5
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2022,86.6,-4.1,-4.94
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2022,80.5,-14.36,-7.04
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2022,87.9,-3.41,9.19
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2022,77.8,-12.49,-11.49
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2022,86.3,7.61,10.93
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2022,92.3,-3.65,6.95
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2023,81.4,-8.02,-11.81
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2023,83.7,-8.02,2.83
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2023,95.4,-2.55,13.98
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2023,76.4,-1.93,-19.92
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2023,87.1,4.69,14.01
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2023,86.7,-4.83,-0.46
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2023,83.8,-3.23,-3.34
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2023,100,24.22,19.33
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2023,97.1,10.47,-2.9
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2023,92.8,19.28,-4.43
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2023,81,-6.14,-12.72
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2023,98.1,6.28,21.11
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2024,95.1,16.83,-3.06
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2024,95.7,14.34,0.63
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2024,115,20.55,20.17
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2024,85,11.26,-26.09
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2024,97.8,12.28,15.06
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2024,89.5,3.23,-8.49
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2024,93.7,11.81,4.69
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2024,92.8,-7.2,-0.96
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2024,99.5,2.47,7.22
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2024,100.2,7.97,0.7
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2024,95.2,17.53,-4.99
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2024,107.4,9.48,12.82
"Manufacture of fabricated metal products, except machinery and equipment",01-01-2025,104,9.36,-3.17
"Manufacture of fabricated metal products, except machinery and equipment",01-02-2025,102.2,6.79,-1.73
"Manufacture of fabricated metal products, except machinery and equipment",01-03-2025,110.4,-4,8.02
"Manufacture of fabricated metal products, except machinery and equipment",01-04-2025,94.1,10.71,-14.76
"Manufacture of fabricated metal products, except machinery and equipment",01-05-2025,97.7,-0.1,3.83
"Manufacture of fabricated metal products, except machinery and equipment",01-06-2025,102.8,14.86,5.22
"Manufacture of fabricated metal products, except machinery and equipment",01-07-2025,102.5,9.39,-0.29
"Manufacture of fabricated metal products, except machinery and equipment",01-08-2025,100.8,8.62,-1.66
"Manufacture of fabricated metal products, except machinery and equipment",01-09-2025,107.3,7.84,6.45
"Manufacture of fabricated metal products, except machinery and equipment",01-10-2025,95.8,-4.39,-10.72
"Manufacture of fabricated metal products, except machinery and equipment",01-11-2025,106.2,11.55,10.86
"Manufacture of fabricated metal products, except machinery and equipment",01-12-2025,116.1,8.1,9.32
Manufacture of food products,01-04-2012,97.3,NULL,NULL
Manufacture of food products,01-05-2012,91.7,NULL,-5.76
Manufacture of food products,01-06-2012,86.1,NULL,-6.11
Manufacture of food products,01-07-2012,88.1,NULL,2.32
Manufacture of food products,01-08-2012,85.9,NULL,-2.5
Manufacture of food products,01-09-2012,84.1,NULL,-2.1
